id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
hominy,Canned Hominy,oz,0.1219,,,,0.1219,,,,,,0.1031,,,,0.1031,0.109,0.0968,2026-08-09,2026-09-08,0.0968,0.0426,,,,0.0426,,,,,,0.0402,,,,0.0402
cocktail-sauce,Cocktail Sauce,oz,0.2075,,,,0.2075,,,,,,0.2325,,,,0.2325,0.2075,,,,0.2075,0.1658,0.5825,2026-08-19,2026-09-16,0.1658,,,,,,0.2225,,,,0.2225
mirin,Mirin (Sweet Cooking Wine),floz,0.699,,,,0.699,,,,,,,,,,,,,,,,0.549,,,,0.549,,,,,,0.26,,,,0.26
furniture-polish,Furniture Polish / Dusting Spray,oz,0.7206,,,,0.7206,,,,,,0.7206,,,,0.7206,0.2792,0.5627,2026-08-11,2026-09-10,0.2792,0.5832,,,,0.5832,0.4317,,,,0.4317,0.3738,,,,0.3738
creme-fraiche,Creme Fraiche,oz,,,,,,,,,,,,,,,,,,,,,0.8738,,,,0.8738,,,,,,,,,,
sweet-soy-sauce,Sweet Soy Sauce (Kecap Manis),floz,0.549,,,,0.549,,,,,,,,,,,,,,,,0.399,,,,0.399,,,,,,,,,,
insect-spray,Insect / Bug Spray (home),oz,0.3994,,,,0.3994,,,,,,,,,,,0.456,0.3994,2026-08-09,2026-09-08,0.3994,0.2654,,,,0.2654,,,,,,0.1249,0.0736,2026-08-31,2026-09-30,0.0736
pudding-cups,Pudding Cups,each,0.36,,,,0.36,0.98,,,,0.98,0.3975,,,,0.3975,,,,,,0.7488,0.7475,2026-08-03,2026-09-28,0.7475,0.2411,,,,0.2411,0.3308,0.3675,2026-08-31,2026-09-30,0.3308
hot-sauce,Hot Sauce,floz,0.1667,0.2494,2026-08-31,2026-09-27,0.1667,0.1158,,,,0.1158,0.1658,,,,0.1658,0.1592,,,,0.1592,0.1085,0.2992,2026-07-20,2026-09-14,0.1085,0.12,,,,0.12,0.13,0.5925,2026-08-31,2026-09-30,0.13
evaporated-milk,Evaporated Milk,oz,0.1567,0.1408,2026-08-31,2026-09-27,0.1408,,,,,,0.1492,,,,0.1492,0.1658,0.14,2026-08-11,2026-09-10,0.14,0.1075,,,,0.1075,0.1092,,,,0.1092,0.1017,0.0833,2026-08-31,2026-09-30,0.0833
baby-food,Baby Food (jars/pouches),oz,0.435,0.2857,2026-08-31,2026-09-27,0.2857,0.2225,,,,0.2225,0.2738,,,,0.2738,0.2725,0.235,2026-08-21,2026-09-20,0.235,0.1873,,,,0.1873,0.1998,,,,0.1998,0.1546,0.3133,2026-08-29,2026-09-28,0.1546
taco-seasoning,Taco Seasoning (packet),oz,0.528,0.79,2026-08-31,2026-09-27,0.528,0.46,,,,0.46,0.792,,,,0.792,1.19,0.88,,,0.88,0.5,0.99,2026-07-03,2026-09-09,0.5,0.6483,,,,0.6483,0.47,,,,0.47
cat-litter,Cat Litter,lb,0.3196,0.349,2026-08-31,2026-09-06,0.3196,0.4421,,,,0.4421,0.4345,,,,0.4345,0.3495,0.3345,2026-08-30,2026-09-29,0.3345,0.2995,,,,0.2995,0.4232,,,,0.4232,0.268,0.4849,2026-08-31,2026-09-30,0.268
trash-bags,Trash Bags (13 gal),each,,0.1998,2026-08-31,2026-09-06,0.1998,0.1082,,,,0.1082,,,,,,0.1763,0.1468,2026-08-20,2026-09-19,0.1468,0.1499,,,,0.1499,0.0936,,,,0.0936,0.1006,0.1246,2026-08-31,2026-09-30,0.1006
chicken-nuggets,Frozen Chicken Nuggets,oz,0.2584,0.2238,2026-08-31,2026-09-27,0.2238,0.1435,,,,0.1435,0.2498,,,,0.2498,0.2755,0.2178,2026-08-23,2026-09-22,0.2178,0.1873,0.1717,2026-08-12,2026-09-09,0.1717,0.1496,,,,0.1496,0.1704,0.2024,2026-08-31,2026-09-30,0.1704
muffins,Muffins (bakery),each,1.4975,0.658,2026-08-31,2026-09-27,0.658,0.9725,,,,0.9725,1.098,,,,1.098,0.99,,,,0.99,1.165,0.9983,2026-08-12,2026-09-09,0.9983,0.539,,,,0.539,0.5522,0.995,2026-08-31,2026-09-30,0.5522
cat-food,Cat Food (dry),lb,2.0603,4.598,2026-08-31,2026-09-27,2.0603,1.1714,,,,1.1714,1.3119,,,,1.3119,1.1658,1.0825,2026-08-09,2026-09-08,1.0825,1.0931,,,,1.0931,0.8,,,,0.8,0.6539,1.7598,2026-08-31,2026-09-30,0.6539
peanut-butter,Peanut Butter,oz,0.1495,0.1215,2026-09-04,2026-09-06,0.1215,0.0863,,,,0.0863,0.1556,,,,0.1556,0.2141,0.119,,,0.119,0.1014,0.0936,2026-07-15,2026-09-09,0.0936,0.0972,,,,0.0972,0.0919,0.0895,2026-08-31,2026-09-30,0.0895
parmesan,Parmesan (grated/shredded),oz,0.4362,0.6869,2026-08-31,2026-09-27,0.4362,0.3488,,,,0.3488,0.4056,,,,0.4056,0.4681,0.3675,,,0.3675,0.3333,0.375,2026-08-19,2026-09-09,0.3333,0.3092,,,,0.3092,0.3425,,,,0.3425
canned-pumpkin,Canned Pumpkin (100% puree),oz,,0.148,2026-08-31,2026-09-27,0.148,0.1193,,,,0.1193,0.1327,,,,0.1327,0.1721,0.1372,2026-08-11,2026-09-10,0.1372,0.146,,,,0.146,0.0871,,,,0.0871,0.1307,,,,0.1307
jelly,Jelly / Jam,oz,0.0891,0.1485,2026-08-31,2026-09-27,0.0891,0.0863,,,,0.0863,0.0997,,,,0.0997,0.1091,0.0931,,,0.0931,0.0872,0.1459,2026-07-15,2026-09-09,0.0872,0.0747,,,,0.0747,0.0856,0.1335,2026-08-31,2026-09-30,0.0856
mac-and-cheese,Macaroni & Cheese (boxed),each,0.976,0.9975,2026-08-31,2026-09-27,0.976,0.9225,,,,0.9225,1.5475,,,,1.5475,0.99,0.54,2026-08-09,2026-09-08,0.54,0.758,0.898,2026-08-19,2026-09-09,0.758,0.6089,,,,0.6089,0.8725,,,,0.8725
dog-food,Dog Food (dry),lb,0.8638,2.6647,2026-08-31,2026-09-27,0.8638,1.398,,,,1.398,0.7198,,,,0.7198,1.7685,2.198,2026-08-09,2026-09-08,1.7685,0.5998,,,,0.5998,0.5579,,,,0.5579,0.5993,1.049,2026-08-31,2026-09-30,0.5993
kielbasa,Kielbasa / Smoked Sausage,lb,4.7289,5.7114,2026-08-31,2026-09-27,4.7289,3.2952,,,,3.2952,4.56,,,,4.56,5.1314,,,,5.1314,3.76,3.4286,2026-08-19,2026-09-16,3.4286,2.2781,,,,2.2781,2.336,4.5114,2026-08-31,2026-09-30,2.336
sliced-cheese,Sliced Cheese,oz,0.2494,0.3713,2026-08-31,2026-09-27,0.2494,0.1542,,,,0.1542,0.3744,,,,0.3744,0.2908,0.2067,2026-08-31,2026-09-30,0.2067,0.1967,,,,0.1967,0.1521,,,,0.1521,0.145,0.42,2026-08-31,2026-09-30,0.145
aluminum-foil,Aluminum Foil,sq_ft,0.0664,0.0624,2026-08-31,2026-09-06,0.0624,,,,,,0.065,,,,0.065,0.08,0.0724,2026-08-21,2026-09-20,0.0724,0.1398,,,,0.1398,,,,,,0.0644,,,,0.0644
queso,Queso / Cheese Dip,oz,0.2327,0.1454,2026-08-31,2026-09-06,0.1454,0.1527,0.1527,2026-09-02,2026-09-08,0.1527,0.2604,,,,0.2604,0.2735,0.2039,2026-08-09,2026-09-08,0.2039,0.1993,0.2604,2026-08-08,2026-09-16,0.1993,0.1413,,,,0.1413,0.1002,,,,0.1002
tomatoes,Tomatoes (fresh),lb,0.97,2.4514,2026-08-31,2026-09-06,0.97,0.95,,,,0.95,2.99,,,,2.99,2,,,,2,2.49,,,,2.49,1.6567,,,,1.6567,0.9692,,,,0.9692
soda,Soda (12-pack),floz,0.0328,0.0197,2026-08-31,2026-09-27,0.0197,0.0146,,,,0.0146,0.0473,,,,0.0473,0.1395,,,,0.1395,0.0148,0.0148,2026-09-02,2026-09-08,0.0148,0.0312,,,,0.0312,0.0148,0.035,2026-08-31,2026-09-30,0.0148
baby-formula,Baby Formula,oz,1.6776,1.4995,2026-08-31,2026-09-06,1.4995,,,,,,1.2346,,,,1.2346,1.9347,1.7734,2026-08-09,2026-09-08,1.7734,0.9158,,,,0.9158,0.7704,,,,0.7704,0.7313,,,,0.7313
tomatoes-green-chilies,Diced Tomatoes with Green Chilies (Ro-Tel style),oz,0.0821,0.0683,2026-08-31,2026-09-06,0.0683,0.095,,,,0.095,0.0683,,,,0.0683,0.0786,0.1243,2026-08-09,2026-09-08,0.0786,0.1,,,,0.1,0.0998,,,,0.0998,0.0971,,,,0.0971
enchilada-sauce,Enchilada Sauce,oz,0.1139,0.0938,2026-08-31,2026-09-06,0.0938,,,,,,0.159,,,,0.159,0.179,0.158,2026-08-09,2026-09-08,0.158,0.0925,,,,0.0925,,,,,,0.1061,,,,0.1061
sun-dried-tomatoes,Sun-Dried Tomatoes,oz,0.4988,0.5146,2026-08-31,2026-09-06,0.4988,0.4738,,,,0.4738,0.7488,,,,0.7488,0.7113,0.6212,2026-08-11,2026-09-10,0.6212,0.61,0.4994,2026-08-19,2026-09-16,0.4994,0.4158,,,,0.4158,0.6094,,,,0.6094
cheese-tortellini,Cheese Tortellini,oz,0.1902,0.1596,2026-08-31,2026-09-06,0.1596,0.1693,,,,0.1693,0.2995,,,,0.2995,0.3153,0.2621,2026-08-11,2026-09-10,0.2621,0.1873,0.499,2026-07-15,2026-09-09,0.1873,0.2194,,,,0.2194,0.1881,,,,0.1881
whipped-cream,Whipped Cream / Topping,oz,0.235,0.1838,2026-08-31,2026-09-06,0.1838,0.1362,,,,0.1362,0.1737,,,,0.1737,0.2738,0.2212,2026-08-09,2026-09-08,0.2212,0.1556,,,,0.1556,0.1771,,,,0.1771,0.135,0.1969,2026-08-31,2026-09-30,0.135
fruit-cups,Fruit Cups,each,0.695,0.67,2026-08-31,2026-09-06,0.67,0.5475,,,,0.5475,0.7475,,,,0.7475,0.8225,0.695,2026-08-11,2026-09-10,0.695,0.6662,0.7492,2026-07-15,2026-09-16,0.6662,0.4575,,,,0.4575,0.5925,0.7425,2026-08-31,2026-09-30,0.5925
protein-bars,Protein Bars,each,0.698,2.5,2026-08-31,2026-09-06,0.698,0.4817,,,,0.4817,2.165,,,,2.165,0.665,0.3817,2026-08-20,2026-09-19,0.3817,0.958,0.858,2026-09-02,2026-09-23,0.858,0.3993,,,,0.3993,0.528,0.994,2026-08-31,2026-09-30,0.528
paper-napkins,Paper Napkins,each,0.0164,0.016,2026-08-31,2026-09-06,0.016,0.009,,,,0.009,0.0214,,,,0.0214,0.0249,0.0199,2026-08-11,2026-09-10,0.0199,0.0092,0.0175,2026-07-27,2026-10-19,0.0092,0.0059,,,,0.0059,0.007,0.014,2026-08-31,2026-09-30,0.007
storage-bags,Food Storage Bags (gallon),each,0.0992,0.0299,2026-08-31,2026-09-06,0.0299,0.0462,,,,0.0462,0.113,,,,0.113,0.149,0.124,2026-08-09,2026-09-08,0.124,0.1193,0.1458,2026-07-29,2026-09-09,0.1193,0.0792,,,,0.0792,0.0593,0.0995,2026-08-31,2026-09-30,0.0593
frozen-burritos,Frozen Burritos,each,,0.7488,2026-08-31,2026-09-06,0.7488,0.4738,,,,0.4738,,,,,,1.99,1.67,2026-08-11,2026-09-10,1.67,0.6244,,,,0.6244,,,,,,0.4775,,,,0.4775
frozen-fries,Frozen French Fries,oz,0.1374,0.1249,2026-08-31,2026-09-06,0.1249,0.0903,,,,0.0903,,,,,,0.1556,0.0934,,,0.0934,0.0911,0.0999,2026-08-29,2026-11-04,0.0911,0.067,,,,0.067,0.092,,,,0.092
beef-jerky,Beef Jerky,oz,2.4526,1.79,2026-08-31,2026-09-06,1.79,0.998,,,,0.998,1.4123,,,,1.4123,1.599,1.499,2026-08-11,2026-09-10,1.499,1.3112,1.2488,2026-09-02,2026-09-08,1.2488,1.055,,,,1.055,1.1429,,,,1.1429
garlic-bread,Garlic Bread (frozen),each,,2.48,2026-08-31,2026-09-06,2.48,1.95,,,,1.95,2.89,,,,2.89,4.49,3.99,2026-08-09,2026-09-08,3.99,2.19,,,,2.19,,,,,,1.97,,,,1.97
butter,Butter,lb,3.99,7.98,2026-08-31,2026-09-27,3.99,2.89,,,,2.89,4.49,,,,4.49,3.98,3.48,2026-08-11,2026-09-10,3.48,3.49,2.99,2026-09-02,2026-09-09,2.99,2.555,,,,2.555,2.976,3.84,2026-08-31,2026-09-30,2.976
yukon-gold-potatoes,Yellow / Yukon Gold Potatoes,lb,1.2667,,,,1.2667,2.1933,,,,2.1933,,0.798,2026-09-06,2026-09-12,0.798,,,,,,1.5967,,,,1.5967,0.955,,,,0.955,1.4433,,,,1.4433
blackberries,Blackberries,oz,0.4983,,,,0.4983,0.415,,,,0.415,0.6317,0.4983,2026-09-06,2026-09-12,0.4983,0.8317,0.4983,2026-08-26,2026-09-25,0.4983,0.4908,,,,0.4908,0.3308,,,,0.3308,0.4692,,,,0.4692
bananas,Bananas,lb,0.5,,,,0.5,0.49,,,,0.49,0.65,0.89,2026-09-06,2026-09-12,0.65,0.49,0.49,,,0.49,0.55,,,,0.55,0.49,,,,0.49,0.5089,0.2799,2026-08-31,2026-09-30,0.2799
sandwich-cookies,Sandwich Cookies,oz,0.3325,,,,0.3325,0.11,,,,0.11,0.2089,0.2745,2026-09-06,2026-09-12,0.2089,0.1396,0.1192,2026-08-11,2026-09-10,0.1192,0.1116,0.1745,2026-09-02,2026-09-08,0.1116,0.175,,,,0.175,0.1112,,,,0.1112
russet-potatoes,Russet Potatoes,lb,0.49,0.494,,,0.49,0.409,,,,0.409,0.579,0.598,2026-09-06,2026-09-12,0.579,0.798,0.598,2026-08-20,2026-09-19,0.598,0.5,,,,0.5,0.522,,,,0.522,0.594,,,,0.594
almond-milk,Almond Milk,floz,0.0467,,,,0.0467,0.0358,0.0358,2026-09-02,2026-09-08,0.0358,0.131,,,,0.131,0.0572,0.0508,2026-08-23,2026-09-22,0.0508,0.0436,0.052,2026-09-02,2026-09-08,0.0436,0.0611,,,,0.0611,0.04,,,,0.04
onions,Yellow / Sweet Onions,lb,1.33,,,,1.33,0.7967,,,,0.7967,0.998,1.29,2026-09-06,2026-09-12,0.998,1.33,,,,1.33,1.29,,,,1.29,0.8267,,,,0.8267,0.9867,,,,0.9867
cabbage,Cabbage (green),lb,0.99,0.89,,,0.89,0.79,,,,0.79,0.99,0.69,2026-09-06,2026-09-12,0.69,0.99,,,,0.99,0.99,,,,0.99,,,,,,0.85,,,,0.85
frozen-broccoli,Frozen Broccoli,oz,0.0783,,,,0.0783,0.0958,,,,0.0958,0.1492,0.25,2026-09-06,2026-09-12,0.1492,0.1537,0.1238,2026-08-09,2026-09-08,0.1238,0.1325,,,,0.1325,0.0994,,,,0.0994,0.0588,,,,0.0588
ground-beef-9010,Ground Beef 90/10,lb,,,,,,6.99,,,,6.99,,,,,,,,,,,9.6633,6.99,2026-09-02,2026-09-08,6.99,5.86,,,,5.86,6.88,,,,6.88
deli-ham,Ham (deli / sliced),oz,0.3119,,,,0.3119,0.2594,,,,0.2594,0.227,0.5619,2026-09-06,2026-09-12,0.227,0.31,0.4989,,,0.31,0.3329,0.3333,2026-08-08,2026-09-16,0.3329,0.206,,,,0.206,0.1238,0.265,2026-08-31,2026-09-30,0.1238
sports-drinks,Sports Drinks,floz,0.053,,,,0.053,0.0493,,,,0.0493,0.0624,,,,0.0624,0.0437,,,,0.0437,0.0555,0.0314,2026-09-02,2026-09-08,0.0314,0.027,,,,0.027,0.0436,0.0493,2026-08-31,2026-09-30,0.0436
blueberries,Blueberries,oz,0.4455,,,,0.4455,0.2312,,,,0.2312,0.3883,,,,0.3883,0.8153,0.7133,2026-08-26,2026-09-25,0.7133,0.3883,0.5092,2026-09-02,2026-09-09,0.3883,0.41,,,,0.41,0.4244,,,,0.4244
frozen-vegetables,Frozen Mixed Vegetables,oz,0.0783,,,,0.0783,0.0817,,,,0.0817,0.0996,0.25,2026-09-06,2026-09-12,0.0996,0.1247,0.0919,2026-08-31,2026-09-30,0.0919,0.0997,0.149,2026-08-22,2026-10-26,0.0997,,,,,,0.0806,,,,0.0806
fruit-punch,Fruit Punch,floz,0.0369,,,,0.0369,0.0303,,,,0.0303,0.0422,0.0339,2026-09-06,2026-09-12,0.0339,0.0671,0.0554,2026-08-11,2026-09-10,0.0554,0.0273,0.0234,2026-08-19,2026-09-09,0.0234,0.0502,,,,0.0502,0.0217,0.0287,2026-08-31,2026-09-30,0.0217
turkey-lunchmeat,Turkey (deli / sliced),oz,0.5544,,,,0.5544,0.2594,,,,0.2594,0.3564,0.5619,2026-09-06,2026-09-12,0.3564,0.4994,0.4369,2026-08-09,2026-09-08,0.4369,0.3431,0.4056,2026-08-19,2026-09-16,0.3431,0.41,,,,0.41,0.265,0.265,2026-08-31,2026-09-30,0.265
mushrooms,Mushrooms (white / baby bella),oz,0.3113,,,,0.3113,0.1862,,,,0.1862,0.2492,0.3738,2026-09-06,2026-09-12,0.2492,0.3113,0.2488,,,0.2488,0.25,,,,0.25,0.1654,,,,0.1654,0.2356,,,,0.2356
clementines,Clementines / Mandarins,lb,1.9967,,,,1.9967,0.9633,0.9633,2026-09-02,2026-09-08,0.9633,,,,,,1.9967,1.9233,2026-08-09,2026-09-08,1.9233,1.6633,1.598,2026-09-02,2026-09-08,1.598,1.524,,,,1.524,1.592,,,,1.592
watermelon,Whole Watermelon,each,4.67,4.48,2026-09-04,2026-09-06,4.48,4.65,4.65,2026-09-02,2026-09-08,4.65,6.99,4.99,2026-09-06,2026-09-12,4.99,6.96,5.22,,,5.22,5.99,3.99,2026-09-02,2026-09-08,3.99,5.97,,,,5.97,4.64,,,,4.64
raspberries,Raspberries,oz,0.8317,0.3317,2026-09-04,2026-09-06,0.3317,0.4483,,,,0.4483,0.4994,0.4983,2026-09-06,2026-09-12,0.4983,0.8317,0.48,2026-08-09,2026-09-08,0.48,0.5483,0.4983,2026-09-02,2026-09-08,0.4983,0.2475,,,,0.2475,0.4867,,,,0.4867
lemonade,Lemonade,floz,0.0575,,,,0.0575,0.0295,0.0363,2026-09-02,2026-09-08,0.0295,0.0422,0.0339,2026-09-06,2026-09-12,0.0339,0.039,0.0311,2026-08-11,2026-09-10,0.0311,0.0296,0.0294,2026-08-11,2026-09-16,0.0294,0.0258,,,,0.0258,0.0217,0.0415,2026-08-31,2026-09-30,0.0217
baby-back-ribs,Baby Back Ribs,lb,5.99,2.99,2026-09-04,2026-09-06,2.99,3.29,,,,3.29,5.49,,,,5.49,4.99,,,,4.99,4.49,2.99,2026-09-02,2026-09-08,2.99,3.14,,,,3.14,3.8406,3.3796,2026-08-29,2026-09-28,3.3796
toothpaste,Toothpaste,oz,0.5817,0.8267,2026-08-31,2026-09-27,0.5817,0.763,,,,0.763,0.4012,,,,0.4012,0.5246,0.4333,2026-08-09,2026-09-08,0.4333,0.3094,0.6333,2026-08-22,2026-09-23,0.3094,0.301,,,,0.301,0.3123,,,,0.3123
ice-cream,Ice Cream,floz,0.0584,0.1248,2026-08-31,2026-09-27,0.0584,0.0499,0.0519,2026-09-02,2026-09-08,0.0499,0.0663,,,,0.0663,0.1142,0.0821,,,0.0821,0.0623,0.0546,2026-07-15,2026-09-09,0.0546,0.05,,,,0.05,0.0566,0.0827,2026-08-31,2026-09-30,0.0566
pork-shoulder,Pork Shoulder / Butt,lb,2.99,1.48,2026-09-04,2026-09-06,1.48,2.99,,,,2.99,4.49,,,,4.49,1.99,,,,1.99,2.99,,,,2.99,1.94,,,,1.94,2.24,2.9702,2026-08-31,2026-09-30,2.24
bar-soap,Bar Soap,each,1.25,1,2026-08-31,2026-09-27,1,,,,,,0.9988,,,,0.9988,,,,,,0.7075,1.4967,2026-08-19,2026-09-23,0.7075,0.549,,,,0.549,0.6642,,,,0.6642
peaches,Peaches,lb,2.99,,,,2.99,1.39,1.39,2026-09-02,2026-09-08,1.39,2.99,,,,2.99,2.64,1.8537,,,1.8537,1.79,1.99,2026-09-02,2026-09-08,1.79,1.9967,,,,1.9967,1.835,,,,1.835
peanuts,Peanuts,oz,0.2175,,,,0.2175,0.1431,0.1431,2026-09-02,2026-09-08,0.1431,0.1869,,,,0.1869,0.2569,0.1854,2026-08-09,2026-09-08,0.1854,0.1681,,,,0.1681,0.0873,,,,0.0873,0.1612,,,,0.1612
potato-chips,Potato Chips,oz,0.3362,,,,0.3362,0.148,0.179,2026-09-02,2026-09-08,0.148,0.2568,0.4306,2026-09-06,2026-09-12,0.2568,0.3119,0.2488,2026-08-31,2026-09-30,0.2488,0.2146,0.4995,2026-08-05,2026-09-16,0.2146,0.1862,,,,0.1862,0.1923,0.1852,2026-08-31,2026-09-30,0.1852
paper-plates,Paper Plates,each,0.0348,,,,0.0348,0.0484,0.0484,2026-09-02,2026-09-08,0.0484,0.0679,,,,0.0679,0.1038,0.0621,2026-08-09,2026-09-08,0.0621,0.0483,0.0623,2026-08-19,2026-09-16,0.0483,0.0358,,,,0.0358,0.0417,0.0432,2026-08-31,2026-09-30,0.0417
sweet-corn,Sweet Corn (ear),each,1.2475,,,,1.2475,0.5975,0.5975,2026-09-02,2026-09-08,0.5975,1.4975,,,,1.4975,1,0.5,2026-08-31,2026-09-30,0.5,0.33,,,,0.33,0.6212,,,,0.6212,0.87,,,,0.87
cantaloupe,Cantaloupe,each,3.99,,,,3.99,,1.99,2026-09-02,2026-09-08,1.99,3.99,2.99,2026-09-06,2026-09-12,2.99,3.74,3.33,,,3.33,3.5,,,,3.5,,,,,,2.97,2.5,2026-09-05,2026-10-05,2.5
coffee-creamer,Coffee Creamer,floz,0.1244,,,,0.1244,0.0747,0.0841,2026-09-02,2026-09-08,0.0747,0.1248,0.125,2026-09-06,2026-09-12,0.1248,0.1248,0.1075,2026-08-09,2026-09-08,0.1075,0.0934,0.1559,2026-09-02,2026-09-23,0.0934,0.0861,,,,0.0861,0.0866,0.1971,2026-08-31,2026-09-30,0.0866
chicken-wings,Chicken Wings,lb,5.29,4.99,2026-09-04,2026-09-06,4.99,1.6909,2.49,2026-09-02,2026-09-08,1.6909,3.49,,,,3.49,4.99,,,,4.99,2.5,2.9975,2026-08-08,2026-09-16,2.5,1.997,,,,1.997,2.6712,2.6402,2026-08-31,2026-09-30,2.6402
zucchini,Zucchini / Yellow Squash,lb,1.99,,,,1.99,1.19,2.39,2026-09-02,2026-09-08,1.19,1.99,,,,1.99,1.9867,,,,1.9867,1.79,,,,1.79,,,,,,1.52,,,,1.52
cauliflower,Cauliflower,each,,3.48,2026-08-31,2026-09-06,3.48,2.89,,,,2.89,3.79,,,,3.79,2.69,1.98,,,1.98,,,,,,3.82,,,,3.82,2.96,,,,2.96
carrots,Carrots,lb,0.995,1.385,2026-08-31,2026-09-06,0.995,0.995,,,,0.995,1.145,0.995,2026-09-06,2026-09-12,0.995,0.998,0.898,2026-08-30,2026-09-29,0.898,0.998,1.79,2026-08-19,2026-09-16,0.998,0.912,,,,0.912,0.954,,,,0.954
fresh-green-beans,Green Beans (fresh),lb,3.99,2.99,2026-08-31,2026-09-06,2.99,2.99,,,,2.99,,,,,,2.92,1.92,2026-08-11,2026-09-10,1.92,2.19,,,,2.19,2.385,,,,2.385,1.6201,,,,1.6201
bell-peppers,Bell Peppers,each,,1.4975,2026-08-31,2026-09-06,1.4975,0.8967,,,,0.8967,,,,,,0.77,,,,0.77,0.89,,,,0.89,0.8283,,,,0.8283,1.48,,,,1.48
apples,Apples,lb,1.99,2.48,2026-08-31,2026-09-06,1.99,0.9967,,,,0.9967,1.79,1.99,2026-09-06,2026-09-12,1.79,1.48,1.68,,,1.48,1,,,,1,1.555,,,,1.555,1.3267,1.08,2026-08-31,2026-09-30,1.08
breakfast-sausage,Breakfast Sausage (pork),lb,4.88,4.48,2026-08-31,2026-09-06,4.48,2.89,,,,2.89,4.49,,,,4.49,3.9867,,,,3.9867,3.29,3.3333,2026-08-08,2026-09-16,3.29,3.67,,,,3.67,3.18,,,,3.18
oranges,Oranges,lb,1.4975,1.98,2026-08-31,2026-09-06,1.4975,1.13,,,,1.13,1.4475,,,,1.4475,2,1.4889,,,1.4889,1.1238,,,,1.1238,1.3217,,,,1.3217,1.13,,,,1.13
strawberries,Strawberries,oz,0.2494,0.3744,2026-08-31,2026-09-06,0.2494,0.1431,,,,0.1431,0.3119,,,,0.3119,0.2145,0.1495,2026-08-31,2026-09-30,0.1495,0.1561,0.5,2026-07-15,2026-09-09,0.1561,0.1866,,,,0.1866,0.147,0.1727,2026-08-31,2026-09-30,0.147
salsa,Salsa,oz,0.1681,0.2494,2026-08-31,2026-09-06,0.1681,0.1079,0.1079,2026-09-02,2026-09-08,0.1079,0.1556,,,,0.1556,0.1372,0.1246,2026-08-09,2026-09-08,0.1246,0.1329,0.2181,2026-08-19,2026-09-16,0.1329,0.0984,,,,0.0984,0.1231,,,,0.1231
salmon,Salmon (fillets),lb,6.392,11.98,2026-08-31,2026-09-06,6.392,5.425,,,,5.425,10.49,9.99,2026-09-06,2026-09-12,9.99,7.992,,,,7.992,9.99,7.992,2026-08-19,2026-10-14,7.992,9.976,,,,9.976,8.9651,8.87,2026-08-31,2026-09-30,8.87
cream-cheese,Cream Cheese,oz,0.3113,0.1875,2026-08-31,2026-09-06,0.1875,0.1862,,,,0.1862,0.2331,,,,0.2331,0.3738,0.18,2026-08-30,2026-09-29,0.18,0.2056,,,,0.2056,0.1381,,,,0.1381,0.1856,0.3731,2026-08-31,2026-09-30,0.1856
tilapia,Tilapia Fillets,lb,9.32,7.9867,2026-08-31,2026-09-06,7.9867,4.425,,,,4.425,6.29,4.99,2026-09-06,2026-09-12,4.99,7.99,,,,7.99,5,6.99,2026-08-11,2026-09-16,5,4.2133,,,,4.2133,4.3675,,,,4.3675
shrimp,"Shrimp (frozen, raw)",lb,7.9867,9.1314,2026-08-31,2026-09-06,7.9867,7.36,,,,7.36,9.99,,,,9.99,8.6533,,,,8.6533,8.99,8.99,2026-08-19,2026-09-16,8.99,5.82,,,,5.82,6.76,6.94,2026-08-31,2026-09-30,6.76
sirloin-steak,Sirloin Steak,lb,11.99,9.99,2026-08-31,2026-09-06,9.99,7.99,,,,7.99,5.49,,,,5.49,7.99,,,,7.99,9.99,,,,9.99,6.47,,,,6.47,8.8182,,,,8.8182
ribeye-steak,Ribeye Steak,lb,14.6533,15.69,2026-08-31,2026-09-06,14.6533,10.99,,,,10.99,18.49,,,,18.49,,,,,,17.99,10.99,2026-09-02,2026-09-08,10.99,12.97,,,,12.97,14.8727,17.972,2026-08-31,2026-09-30,14.8727
chicken-breast,Boneless Skinless Chicken Breast,lb,3.99,3.99,2026-08-31,2026-09-06,3.99,2.19,,,,2.19,2.99,3.99,2026-09-06,2026-09-12,2.99,4.99,,,,4.99,2.59,,,,2.59,2.48,,,,2.48,2.5684,2.2301,2026-08-31,2026-09-30,2.2301
pork-chops,Pork Chops,lb,4.29,3.99,2026-08-31,2026-09-06,3.99,2.9889,,,,2.9889,4.79,,,,4.79,3.99,,,,3.99,4.4444,3.99,2026-08-19,2026-11-11,3.99,2.52,,,,2.52,3.27,3.7701,2026-08-31,2026-09-30,3.27
