id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
dog-treats,Dog Treats,oz,,0.1014,2026-09-21,2026-09-27,0.1014,0.1204,,,,0.1204,0.1965,,,,0.1965,0.1249,0.0936,2026-09-09,2026-10-09,0.0936,0.1121,0.4196,2026-09-23,2026-09-29,0.1121,0.0749,,,,0.0749,0.0936,,,,0.0936
red-wine,Red Wine,floz,,0.5911,2026-09-21,2026-09-27,0.5911,0.1558,,,,0.1558,0.2756,,,,0.2756,,,,,,0.2358,0.3539,2026-09-18,2026-11-03,0.2358,0.2736,,,,0.2736,0.1364,0.8269,2026-08-31,2026-09-30,0.1364
white-wine,White Wine,floz,,0.4334,2026-09-21,2026-09-27,0.4334,0.1558,,,,0.1558,0.3365,,,,0.3365,,,,,,0.1571,0.2068,2026-09-18,2026-11-03,0.1571,0.3734,,,,0.3734,0.1561,,,,0.1561
tater-tots,Tater Tots,oz,,0.4363,2026-09-21,2026-09-27,0.4363,0.0903,,,,0.0903,0.1872,,,,0.1872,,,,,,0.5707,,,,0.5707,0.0732,,,,0.0732,0.092,,,,0.092
bottled-water,Bottled Water (24-pack),each,0.2079,0.1662,2026-09-21,2026-09-27,0.1662,0.1996,,,,0.1996,0.1662,,,,0.1662,0.2184,0.1653,2026-09-20,2026-09-26,0.1653,0.1538,0.1388,2026-09-16,2026-09-29,0.1388,0.107,,,,0.107,0.1533,0.1033,2026-08-31,2026-09-30,0.1033
mustard,Yellow Mustard,oz,0.0693,0.1908,2026-09-21,2026-09-27,0.0693,0.0495,0.3156,2026-09-23,2026-09-29,0.0495,0.0995,,,,0.0995,,0.1385,2026-09-21,2026-09-26,0.1385,0.0988,,,,0.0988,0.0913,,,,0.0913,0.05,,,,0.05
sandwich-cookies,Sandwich Cookies,oz,0.3325,0.1112,2026-09-21,2026-09-27,0.1112,0.11,,,,0.11,0.2089,0.2143,2026-09-20,2026-09-26,0.2089,,,,,,0.1116,0.1806,2026-09-02,2026-12-01,0.1116,0.175,,,,0.175,0.1112,,,,0.1112
peanuts,Peanuts,oz,0.2175,0.155,2026-09-21,2026-09-27,0.155,0.1431,,,,0.1431,0.1869,,,,0.1869,,,,,,0.1681,0.1559,2026-09-09,2026-11-03,0.1559,0.091,,,,0.091,0.1612,,,,0.1612
canned-chicken,Canned Chicken Breast,oz,0.498,0.3248,2026-09-21,2026-09-27,0.3248,0.2072,,,,0.2072,0.4396,,,,0.4396,0.3192,0.2396,2026-09-20,2026-09-26,0.2396,0.2332,0.3592,2026-09-12,2026-10-06,0.2332,0.1675,,,,0.1675,0.2273,,,,0.2273
taco-sauce,Taco Sauce,oz,0.1869,0.1737,2026-09-21,2026-09-27,0.1737,,,,,,0.1619,0.248,2026-09-20,2026-09-26,0.1619,,,,,,0.2492,0.3362,2026-07-27,2026-09-29,0.2492,0.1992,,,,0.1992,0.1112,,,,0.1112
steak-sauce,Steak Sauce (A.1. style),floz,,0.349,2026-09-21,2026-09-27,0.349,0.199,,,,0.199,0.3326,,,,0.3326,,,,,,0.4993,0.798,2026-09-23,2026-10-06,0.4993,0.2145,,,,0.2145,0.4353,,,,0.4353
bbq-sauce,BBQ Sauce,oz,0.1267,0.1217,2026-09-21,2026-09-27,0.1217,0.0939,,,,0.0939,0.1106,,,,0.1106,0.1372,0.112,2026-09-20,2026-09-26,0.112,0.1106,0.2383,2026-09-23,2026-10-13,0.1106,0.0873,,,,0.0873,0.0872,0.0743,2026-08-31,2026-09-30,0.0743
vegetable-oil,Vegetable / Canola Oil,floz,0.0933,0.0873,2026-09-21,2026-09-27,0.0873,0.074,,,,0.074,0.096,,,,0.096,0.0859,0.0741,2026-09-21,2026-09-26,0.0741,0.0804,,,,0.0804,0.078,,,,0.078,0.0686,,,,0.0686
frozen-fries,Frozen French Fries,oz,0.14,0.1533,2026-09-21,2026-09-27,0.14,0.0903,,,,0.0903,,0.3392,2026-09-20,2026-09-26,0.3392,0.1556,0.0934,2026-09-17,2026-10-17,0.0934,0.0911,0.0999,2026-08-29,2026-11-03,0.0911,0.067,,,,0.067,0.092,,,,0.092
whipped-cream,Whipped Cream / Topping,oz,0.235,0.25,2026-09-21,2026-09-27,0.235,0.1362,,,,0.1362,0.1737,,,,0.1737,,,,,,0.1556,,,,0.1556,0.1771,,,,0.1771,0.135,0.1969,2026-08-31,2026-09-30,0.135
coffee-creamer,Coffee Creamer,floz,0.1244,0.25,2026-09-21,2026-09-27,0.1244,0.0841,0.0841,2026-09-23,2026-09-29,0.0841,0.1248,0.1403,2026-09-20,2026-09-26,0.1248,,0.1075,2026-09-21,2026-09-26,0.1075,0.0903,0.1875,2026-09-16,2026-09-29,0.0903,0.0861,,,,0.0861,0.0866,,,,0.0866
frozen-waffles,Frozen Waffles,each,,0.2075,2026-09-21,2026-09-27,0.2075,0.215,,,,0.215,0.2079,,,,0.2079,0.2492,0.2267,2026-09-09,2026-10-09,0.2267,0.1788,0.3488,2026-08-29,2026-11-03,0.1788,0.1649,,,,0.1649,0.1725,,,,0.1725
queso,Queso / Cheese Dip,oz,,0.2264,2026-09-21,2026-09-27,0.2264,0.1527,,,,0.1527,0.2604,,,,0.2604,,0.266,2026-09-21,2026-09-26,0.266,0.1993,0.2327,2026-09-12,2026-10-06,0.1993,0.1735,,,,0.1735,0.1007,,,,0.1007
tortillas,Tortillas (flour),each,,0.4988,2026-09-21,2026-09-27,0.4988,0.0925,,,,0.0925,0.199,,,,0.199,0.2158,0.1658,2026-09-21,2026-09-26,0.1658,0.1681,0.2145,2026-09-16,2026-10-13,0.1681,0.123,,,,0.123,0.106,,,,0.106
sparkling-water,Sparkling Water,floz,0.0457,0.0381,2026-08-31,2026-09-27,0.0381,0.0234,,,,0.0234,0.0818,,,,0.0818,0.0441,0.0296,2026-09-21,2026-09-26,0.0296,0.0296,0.0417,2026-09-02,2026-10-06,0.0296,0.0269,,,,0.0269,0.0249,,,,0.0249
crushed-tomatoes,Crushed Tomatoes (canned),oz,0.0711,0.0671,2026-09-21,2026-09-27,0.0671,0.0532,,,,0.0532,0.1068,,,,0.1068,0.0889,0.0711,2026-09-23,2026-09-26,0.0711,0.0667,,,,0.0667,,,,,,0.0561,,,,0.0561
sirloin-steak,Sirloin Steak,lb,13.99,10.99,2026-09-21,2026-09-27,10.99,7.99,7.99,2026-09-23,2026-09-29,7.99,5.49,9.99,2026-09-20,2026-09-26,5.49,,,,,,9.99,25.98,2026-09-05,2026-10-13,9.99,6.47,,,,6.47,8.8182,,,,8.8182
frozen-vegetables,Frozen Mixed Vegetables,oz,0.0817,,,,0.0817,0.0817,,,,0.0817,0.0996,0.0833,2026-09-20,2026-09-26,0.0833,0.1247,0.0919,2026-08-31,2026-09-30,0.0919,0.0997,0.0874,2026-09-09,2026-11-03,0.0874,,,,,,0.0806,,,,0.0806
paper-towels,Paper Towels,each,0.9933,,,,0.9933,,,,,,1.4988,1.4975,2026-09-20,2026-09-26,1.4975,,,,,,1.4983,1.4483,2026-09-23,2026-10-20,1.4483,,,,,,,,,,
toilet-paper,Toilet Paper,each,1.2492,,,,1.2492,,,,,,0.8121,0.9983,2026-09-20,2026-09-26,0.8121,,,,,,0.5242,0.5408,2026-08-29,2026-11-03,0.5242,,,,,,,,,,
energy-drinks,Energy Drinks,floz,0.1744,,,,0.1744,0.0763,,,,0.0763,0.1353,0.0625,2026-09-20,2026-09-26,0.0625,0.1354,0.1029,2026-09-21,2026-09-26,0.1029,0.1248,0.1249,2026-08-19,2026-11-10,0.1248,0.0832,,,,0.0832,0.1039,0.105,2026-08-31,2026-09-30,0.1039
salmon,Salmon (fillets),lb,6.392,,,,6.392,5.725,,,,5.725,10.49,9.99,2026-09-20,2026-09-26,9.99,,,,,,9.99,7.992,2026-08-19,2026-10-13,7.992,9.976,,,,9.976,10.97,,,,10.97
fresh-dill,Fresh Dill,oz,,,,,,,,,,,5.98,3.98,2026-09-20,2026-09-26,3.98,,,,,,,,,,,,,,,,3.84,,,,3.84
cottage-cheese,Cottage Cheese,oz,0.1325,,,,0.1325,0.1188,,,,0.1188,0.1538,0.1912,2026-09-20,2026-09-26,0.1538,0.1642,,,,0.1642,0.1206,,,,0.1206,0.1327,,,,0.1327,0.1138,,,,0.1138
ramen,Ramen Noodles,each,,,,,,0.3208,,,,0.3208,0.3742,1,2026-09-20,2026-09-26,0.3742,0.4575,0.3325,2026-09-19,2026-10-19,0.3325,0.5817,,,,0.5817,0.2492,,,,0.2492,0.495,,,,0.495
frozen-corn,Frozen Corn,oz,0.0817,,,,0.0817,0.0808,,,,0.0808,0.139,0.1,2026-09-20,2026-09-26,0.1,0.1247,0.0919,2026-09-09,2026-10-09,0.0919,0.0915,,,,0.0915,,,,,,0.0775,,,,0.0775
deli-ham,Ham (deli / sliced),oz,0.3119,,,,0.3119,0.2594,,,,0.2594,0.227,0.3744,2026-09-20,2026-09-26,0.227,0.2494,,,,0.2494,0.3329,0.375,2026-09-16,2026-10-13,0.3329,0.206,,,,0.206,0.2253,,,,0.2253
chicken-noodle-soup,Chicken Noodle Soup (canned),oz,0.1133,,,,0.1133,0.0909,,,,0.0909,0.1177,0.1064,2026-09-20,2026-09-26,0.1064,0.141,0.0933,2026-09-23,2026-09-26,0.0933,0.081,0.1236,2026-09-09,2026-11-03,0.081,0.1006,,,,0.1006,0.0705,,,,0.0705
baked-beans,Baked Beans,oz,,,,,,0.0711,,,,0.0711,0.0925,0.1205,2026-09-20,2026-09-26,0.0925,,,,,,0.0782,,,,0.0782,0.0733,,,,0.0733,0.0747,,,,0.0747
vegetable-soup,Vegetable / Vegetable Beef Soup (canned),oz,0.1319,,,,0.1319,0.1538,,,,0.1538,,0.1064,2026-09-20,2026-09-26,0.1064,,,,,,0.1574,,,,0.1574,,,,,,0.1305,,,,0.1305
iced-tea,Iced Tea (bottled/gallon),floz,0.0507,,,,0.0507,0.0304,,,,0.0304,0.1538,0.0676,2026-09-20,2026-09-26,0.0676,,0.0689,2026-09-21,2026-09-26,0.0689,0.0257,0.1458,2026-09-18,2026-11-01,0.0257,0.0287,,,,0.0287,0.0255,,,,0.0255
canned-black-beans,Canned Black Beans,oz,0.066,,,,0.066,0.0567,,,,0.0567,0.0649,0.0667,2026-09-20,2026-09-26,0.0649,0.0879,0.0649,2026-09-23,2026-09-26,0.0649,0.0638,,,,0.0638,0.0749,,,,0.0749,0.0613,,,,0.0613
cream-of-chicken-soup,Cream of Chicken Soup,oz,0.0695,,,,0.0695,0.0695,,,,0.0695,0.081,0.1163,2026-09-20,2026-09-26,0.081,0.141,0.0933,2026-09-22,2026-09-26,0.0933,0.0765,,,,0.0765,0.1069,,,,0.1069,0.0705,,,,0.0705
turkey-lunchmeat,Turkey (deli / sliced),oz,0.5544,,,,0.5544,0.2594,,,,0.2594,0.3564,0.4279,2026-09-20,2026-09-26,0.3564,0.4056,0.3431,2026-09-21,2026-09-26,0.3431,0.3431,0.3119,2026-09-16,2026-10-13,0.3119,0.2988,,,,0.2988,0.265,,,,0.265
jarred-gravy,Jarred / Canned Gravy,oz,,,,,,,,,,,0.2658,0.1302,2026-09-20,2026-09-26,0.1302,,,,,,0.2658,0.2325,2026-09-16,2026-10-06,0.2325,0.0912,,,,0.0912,0.1956,,,,0.1956
potato-chips,Potato Chips,oz,0.3362,,,,0.3362,0.148,,,,0.148,0.2568,0.3738,2026-09-20,2026-09-26,0.2568,,0.3125,2026-09-21,2026-09-26,0.3125,0.2146,0.4992,2026-09-19,2026-10-13,0.2146,0.205,,,,0.205,0.1923,0.1852,2026-08-31,2026-09-30,0.1852
sports-drinks,Sports Drinks,floz,0.053,0.0374,2026-08-31,2026-09-27,0.0374,0.0436,,,,0.0436,0.0624,0.0357,2026-09-20,2026-09-26,0.0357,0.0437,0.052,2026-09-21,2026-09-26,0.0437,0.0555,0.0596,2026-08-12,2026-09-29,0.0555,0.0333,,,,0.0333,0.0436,,,,0.0436
canned-tuna,Canned Tuna,oz,0.19,,,,0.19,0.19,,,,0.19,0.598,0.2,2026-09-20,2026-09-26,0.2,,,,,,0.1908,0.176,2026-09-23,2026-09-29,0.176,0.1663,,,,0.1663,0.199,0.2,2026-08-31,2026-09-30,0.199
yellow-bell-pepper,Yellow Bell Pepper,each,,,,,,,,,,,1.99,1,2026-09-20,2026-09-26,1,,,,,,1.67,,,,1.67,,,,,,,,,,
pears,Pears,lb,1.99,,,,1.99,0.9967,1.645,2026-09-23,2026-09-29,0.9967,4.99,1.69,2026-09-20,2026-09-26,1.69,,,,,,2.645,,,,2.645,1.66,,,,1.66,2.4779,,,,2.4779
chickpeas,Chickpeas / Garbanzo Beans (canned),oz,0.066,,,,0.066,0.0548,0.1125,2026-09-23,2026-09-29,0.0548,0.0639,0.0645,2026-09-20,2026-09-26,0.0639,,,,,,0.0645,,,,0.0645,,,,,,0.0594,,,,0.0594
celery,Celery,each,,,,,,2.59,,,,2.59,2.79,1.99,2026-09-20,2026-09-26,1.99,1.99,,,,1.99,2.59,,,,2.59,,,,,,2.37,,,,2.37
onions,Yellow / Sweet Onions,lb,1.33,,,,1.33,0.7967,,,,0.7967,0.998,1.29,2026-09-20,2026-09-26,0.998,1.33,,,,1.33,1.1633,,,,1.1633,0.945,,,,0.945,0.7467,,,,0.7467
sour-cream,Sour Cream,oz,0.1675,,,,0.1675,0.1094,,,,0.1094,0.1371,0.1662,2026-09-20,2026-09-26,0.1371,0.1665,0.1454,2026-09-21,2026-09-26,0.1454,0.1204,,,,0.1204,0.1154,,,,0.1154,0.1142,,,,0.1142
pepperoni,Pepperoni (sliced),oz,0.4983,,,,0.4983,0.3988,,,,0.3988,0.4992,0.25,2026-09-20,2026-09-26,0.25,,0.5471,2026-09-21,2026-09-26,0.5471,0.4869,0.798,2026-09-09,2026-09-29,0.4869,0.1923,,,,0.1923,0.4405,,,,0.4405
garlic-bread,Garlic Bread (frozen),each,,,,,,1.95,,,,1.95,2.89,3.5,2026-09-20,2026-09-26,2.89,4.49,3.99,2026-09-17,2026-10-17,3.99,2,,,,2,,,,,,1.97,,,,1.97
milk,Milk (gallon),gallon,4.99,,,,4.99,2.75,,,,2.75,3.49,8,2026-09-20,2026-09-26,3.49,7.96,,,,7.96,2.99,,,,2.99,3.77,,,,3.77,2.816,,,,2.816
bratwurst,Bratwurst,lb,5.0971,,,,5.0971,2.3825,,,,2.3825,5.3244,4.99,2026-09-20,2026-09-26,4.99,5.0442,,,,5.0442,3.5467,4.2105,2026-09-11,2026-11-10,3.5467,,,,,,3.7263,2.393,2026-08-31,2026-09-30,2.393
italian-sausage,Italian Sausage,lb,5.48,,,,5.48,2.4842,,,,2.4842,4.49,5.4653,2026-09-20,2026-09-26,4.49,,,,,,3.5467,3.99,2026-09-16,2026-10-13,3.5467,,,,,,3.92,,,,3.92
hamburger-buns,Hamburger Buns,each,0.2488,,,,0.2488,,,,,,0.2488,0.3738,2026-09-20,2026-09-26,0.2488,0.185,,,,0.185,0.1862,0.2738,2026-09-16,2026-11-10,0.1862,0.2425,,,,0.2425,0.185,0.2462,2026-08-31,2026-09-30,0.185
mushrooms,Mushrooms (white / baby bella),oz,0.3113,,,,0.3113,0.1862,,,,0.1862,0.2492,0.3738,2026-09-20,2026-09-26,0.2492,,,,,,0.25,,,,0.25,0.1862,,,,0.1862,0.2356,,,,0.2356
teriyaki-sauce,Teriyaki Sauce / Marinade,floz,,,,,,0.7494,,,,0.7494,0.229,0.25,2026-09-20,2026-09-26,0.229,0.2494,0.2175,2026-09-21,2026-09-26,0.2175,0.199,0.1667,2026-09-09,2026-11-03,0.1667,0.2102,,,,0.2102,0.1687,,,,0.1687
rice,White Rice,lb,0.938,1.145,2026-09-21,2026-09-27,0.938,0.798,,,,0.798,1,3.28,2026-09-20,2026-09-26,1,,,,,,0.895,1.898,2026-08-24,2026-10-18,0.895,0.4596,,,,0.4596,0.573,1.072,2026-08-31,2026-09-30,0.573
canned-pumpkin,Canned Pumpkin (100% puree),oz,,0.148,2026-08-31,2026-09-27,0.148,0.1193,,,,0.1193,0.1327,,,,0.1327,,,,,,0.146,,,,0.146,0.0871,,,,0.0871,0.1307,,,,0.1307
jelly,Jelly / Jam,oz,0.0891,0.1485,2026-08-31,2026-09-27,0.0891,0.0897,,,,0.0897,0.0997,0.4167,2026-09-20,2026-09-26,0.0997,,0.1378,2026-09-21,2026-09-26,0.1378,0.0872,0.1507,2026-09-16,2026-11-10,0.0872,0.083,,,,0.083,0.0927,,,,0.0927
frozen-pizza,Frozen Pizza,each,4.99,3.33,2026-08-31,2026-09-27,3.33,2.99,,,,2.99,7.49,3.5,2026-09-20,2026-09-26,3.5,3.99,3,2026-09-21,2026-09-26,3,3.99,3.99,2026-09-23,2026-09-29,3.99,2.6367,,,,2.6367,3.86,,,,3.86
butter,Butter,lb,3.99,5.6624,2026-09-21,2026-09-27,3.99,2.66,,,,2.66,4.49,5,2026-09-20,2026-09-26,4.49,,4.7754,2026-09-21,2026-09-26,4.7754,3.49,3.99,2026-09-23,2026-09-29,3.49,8.1467,,,,8.1467,2.976,,,,2.976
parmesan,Parmesan (grated/shredded),oz,0.4362,0.6869,2026-08-31,2026-09-27,0.4362,0.3488,,,,0.3488,0.4056,,,,0.4056,,0.6414,2026-09-21,2026-09-26,0.6414,0.3333,1.4475,2026-07-20,2026-10-11,0.3333,0.3117,,,,0.3117,0.3425,,,,0.3425
kielbasa,Kielbasa / Smoked Sausage,lb,5.0971,5.7114,2026-08-31,2026-09-27,5.0971,3.2952,,,,3.2952,4.56,4,2026-09-20,2026-09-26,4,,,,,,3.9886,3.76,2026-09-16,2026-10-13,3.76,3.3233,,,,3.3233,2.336,,,,2.336
peanut-butter,Peanut Butter,oz,0.1495,0.1853,2026-09-21,2026-09-27,0.1495,0.0863,,,,0.0863,0.1556,0.3125,2026-09-20,2026-09-26,0.1556,,0.149,2026-09-21,2026-09-26,0.149,0.0938,,,,0.0938,0.0972,,,,0.0972,0.095,,,,0.095
tortilla-chips,Tortilla Chips,oz,0.2069,0.266,2026-09-21,2026-09-27,0.2069,0.1654,,,,0.1654,0.1915,0.2056,2026-09-20,2026-09-26,0.1915,0.2173,0.2018,2026-09-21,2026-09-26,0.2018,0.1494,0.2767,2026-09-23,2026-11-03,0.1494,0.1446,,,,0.1446,0.143,0.3308,2026-08-31,2026-09-30,0.143
ice-cream,Ice Cream,floz,0.0584,0.1248,2026-08-31,2026-09-27,0.0584,0.0499,,,,0.0499,0.0663,0.0831,2026-09-20,2026-09-26,0.0663,,,,,,0.0623,0.0831,2026-09-23,2026-09-29,0.0623,0.05,,,,0.05,0.0566,,,,0.0566
pasta,Pasta (dry),oz,0.09,0.1855,2026-09-21,2026-09-27,0.09,0.0591,,,,0.0591,0.0744,0.0833,2026-09-20,2026-09-26,0.0744,,0.1556,2026-09-21,2026-09-26,0.1556,0.0831,0.1044,2026-09-16,2026-10-06,0.0831,0.0888,,,,0.0888,0.0619,,,,0.0619
apples,Apples,lb,1.99,2.49,2026-09-21,2026-09-27,1.99,0.6633,0.6633,2026-09-23,2026-09-29,0.6633,1.79,1.33,2026-09-20,2026-09-26,1.33,1.68,1.77,2026-09-21,2026-09-26,1.68,1,,,,1,1.364,,,,1.364,1.3267,1.08,2026-08-31,2026-09-30,1.08
lettuce,Lettuce (head),each,1.97,1.88,2026-09-21,2026-09-27,1.88,1.89,,,,1.89,0.9975,,,,0.9975,,,,,,1.495,,,,1.495,0.7883,,,,0.7883,1.135,,,,1.135
shredded-cheese,Shredded / Block Cheese,oz,0.31,0.5,2026-09-21,2026-09-27,0.31,0.2056,,,,0.2056,0.2466,0.4738,2026-09-20,2026-09-26,0.2466,,0.1856,2026-09-21,2026-09-26,0.1856,0.2278,,,,0.2278,0.1521,,,,0.1521,0.2155,0.3338,2026-08-31,2026-09-30,0.2155
bar-soap,Bar Soap,each,,1,2026-08-31,2026-09-27,1,,,,,,0.9988,,,,0.9988,,,,,,0.7075,0.7488,2026-09-14,2026-12-13,0.7075,0.549,,,,0.549,0.6642,,,,0.6642
toothpaste,Toothpaste,oz,0.5817,1.181,2026-08-31,2026-09-27,0.5817,0.763,,,,0.763,0.2709,0.7603,2026-09-20,2026-09-26,0.2709,,0.6658,2026-09-21,2026-09-26,0.6658,0.3094,0.8317,2026-08-19,2026-11-10,0.3094,0.301,,,,0.301,0.1818,,,,0.1818
pasta-sauce,Pasta Sauce (marinara),oz,0.0829,0.077,2026-09-21,2026-09-27,0.077,0.0704,,,,0.0704,0.0829,,,,0.0829,,0.1038,2026-09-21,2026-09-26,0.1038,0.0765,0.2912,2026-09-02,2026-10-13,0.0765,0.2218,,,,0.2218,0.0662,,,,0.0662
laundry-pods,Laundry Detergent Pods,each,0.3206,0.2832,2026-08-31,2026-09-27,0.2832,0.2131,,,,0.2131,0.2974,,,,0.2974,0.3093,0.2367,2026-09-21,2026-09-26,0.2367,0.245,,,,0.245,0.1498,,,,0.1498,0.1563,,,,0.1563
sliced-cheese,Sliced Cheese,oz,0.2494,0.4286,2026-09-21,2026-09-27,0.2494,0.1542,,,,0.1542,0.3744,,,,0.3744,0.2908,0.1567,2026-09-21,2026-09-26,0.1567,0.1967,,,,0.1967,0.2069,,,,0.2069,0.145,,,,0.145
coffee,Coffee (ground/beans),oz,0.5262,0.5619,2026-09-21,2026-09-27,0.5262,0.403,0.6658,2026-09-23,2026-09-29,0.403,0.5087,0.7264,2026-09-20,2026-09-26,0.5087,,0.898,2026-09-21,2026-09-26,0.898,0.4997,0.6174,2026-09-23,2026-10-06,0.4997,0.411,,,,0.411,0.4906,,,,0.4906
granola,Granola,oz,0.3627,0.2494,2026-09-21,2026-09-27,0.2494,0.2321,,,,0.2321,0.2825,,,,0.2825,0.285,,,,0.285,0.2718,0.4082,2026-09-23,2026-10-06,0.2718,0.205,,,,0.205,0.2067,,,,0.2067
evaporated-milk,Evaporated Milk,oz,0.1433,0.1408,2026-08-31,2026-09-27,0.1408,,,,,,0.1492,,,,0.1492,0.298,0.258,2026-09-09,2026-10-09,0.258,0.1075,0.1408,2026-09-09,2026-11-03,0.1075,0.1092,,,,0.1092,0.1483,,,,0.1483
pretzels,Pretzels,oz,0.1993,0.3571,2026-08-31,2026-09-27,0.1993,0.1369,,,,0.1369,0.1619,0.7143,2026-09-20,2026-09-26,0.1619,,0.4667,2026-09-21,2026-09-26,0.4667,0.1667,0.3744,2026-09-23,2026-10-06,0.1667,0.2513,,,,0.2513,0.1525,,,,0.1525
muffins,Muffins (bakery),each,,0.658,2026-08-31,2026-09-27,0.658,0.9725,,,,0.9725,1.098,1.2475,2026-09-20,2026-09-26,1.098,,,,,,0.625,,,,0.625,1.036,,,,1.036,0.3725,,,,0.3725
cereal,Breakfast Cereal,oz,0.1801,0.1675,2026-08-31,2026-09-27,0.1675,0.1083,0.2327,2026-09-23,2026-09-29,0.1083,0.1684,0.33,2026-09-20,2026-09-26,0.1684,,0.312,2026-09-21,2026-09-26,0.312,0.1111,0.1915,2026-09-23,2026-09-29,0.1111,0.1069,,,,0.1069,0.159,,,,0.159
soda,Soda (12-pack),floz,0.0328,0.0148,2026-09-21,2026-09-27,0.0148,0.0146,,,,0.0146,0.0473,0.0237,2026-09-20,2026-09-26,0.0237,,0.0447,2026-09-21,2026-09-26,0.0447,0.0148,0.0451,2026-09-23,2026-09-29,0.0148,0.0394,,,,0.0394,0.0148,0.035,2026-08-31,2026-09-30,0.0148
chicken-nuggets,Frozen Chicken Nuggets,oz,0.2924,0.224,2026-08-31,2026-09-27,0.224,0.1435,,,,0.1435,0.2498,0.4086,2026-09-20,2026-09-26,0.2498,0.2811,0.2178,2026-09-20,2026-09-26,0.2178,0.1873,0.203,2026-08-29,2026-11-03,0.1873,0.1246,,,,0.1246,0.1704,,,,0.1704
hot-sauce,Hot Sauce,floz,0.3317,0.2752,2026-08-31,2026-09-27,0.2752,0.1158,,,,0.1158,0.1658,,,,0.1658,0.1592,,,,0.1592,0.1085,0.2742,2026-09-14,2026-11-10,0.1085,0.4158,,,,0.4158,0.0822,0.5925,2026-08-31,2026-09-30,0.0822
cherries,Cherries (fresh),lb,6.99,10.8488,2026-08-31,2026-09-27,6.99,2.49,,,,2.49,,,,,,,,,,,6,,,,6,,,,,,6.9689,,,,6.9689
dog-food,Dog Food (dry),lb,0.8638,0.6837,2026-09-21,2026-09-27,0.6837,1.398,,,,1.398,0.7198,,,,0.7198,1.0934,0.9059,2026-09-19,2026-10-19,0.9059,0.5998,,,,0.5998,0.5579,,,,0.5579,0.5376,,,,0.5376
fresh-green-beans,Green Beans (fresh),lb,3.99,2.99,2026-08-31,2026-09-27,2.99,2.89,,,,2.89,4.6533,,,,4.6533,,,,,,2.19,,,,2.19,2.385,,,,2.385,1.7797,,,,1.7797
mac-and-cheese,Macaroni & Cheese (boxed),each,0.976,0.9975,2026-08-31,2026-09-27,0.976,0.9225,,,,0.9225,1.5475,1,2026-09-20,2026-09-26,1,,1.2475,2026-09-21,2026-09-26,1.2475,0.758,,,,0.758,0.8311,,,,0.8311,0.8725,,,,0.8725
frozen-lasagna,Frozen Lasagna,oz,0.284,0.4372,2026-08-31,2026-09-27,0.284,0.1576,,,,0.1576,0.4992,0.2632,2026-09-20,2026-09-26,0.2632,0.1961,0.1425,2026-09-17,2026-10-17,0.1425,0.1532,0.2497,2026-09-23,2026-09-29,0.1532,0.156,,,,0.156,0.1652,,,,0.1652
taco-seasoning,Taco Seasoning (packet),oz,,0.79,2026-08-31,2026-09-27,0.79,0.46,,,,0.46,0.792,0.66,2026-09-20,2026-09-26,0.66,,,,,,0.5,1.99,2026-08-10,2026-10-04,0.5,0.598,,,,0.598,0.47,,,,0.47
cat-food,Cat Food (dry),lb,,4.598,2026-08-31,2026-09-27,4.598,1.1714,,,,1.1714,1.3119,1.1359,2026-09-20,2026-09-26,1.1359,,,,,,1.0931,,,,1.0931,0.7962,,,,0.7962,0.6584,1.7598,2026-08-31,2026-09-30,0.6584
baby-food,Baby Food (jars/pouches),oz,,0.2857,2026-08-31,2026-09-27,0.2857,0.2225,,,,0.2225,0.2738,0.2857,2026-09-20,2026-09-26,0.2738,0.2725,0.2462,2026-09-20,2026-09-26,0.2462,0.1873,,,,0.1873,0.3642,,,,0.3642,0.1546,0.3133,2026-08-29,2026-09-28,0.1546
cantaloupe,Cantaloupe,each,3.99,3.99,2026-09-21,2026-09-27,3.99,,,,,,3.99,2.99,2026-09-20,2026-09-26,2.99,,,,,,3.5,,,,3.5,,,,,,2.97,2.5,2026-09-05,2026-10-05,2.5
hot-dogs,Hot Dogs,oz,0.1067,0.499,2026-09-21,2026-09-27,0.1067,0.0825,,,,0.0825,0.1431,0.4575,2026-09-20,2026-09-26,0.1431,0.12,0.2333,2026-09-21,2026-09-26,0.12,0.0977,0.3992,2026-09-16,2026-10-13,0.0977,0.0835,,,,0.0835,0.0833,,,,0.0833
pork-tenderloin,Pork Tenderloin,lb,4.99,3.88,2026-08-31,2026-09-27,3.88,3.59,,,,3.59,5.49,2.745,2026-09-20,2026-09-26,2.745,3.99,,,,3.99,,,,,,4.1,,,,4.1,3.9707,4.4398,2026-08-31,2026-09-30,3.9707
